side,location,form,form_arabic,LEM,ROOT,POS,NUMBER,PGN,basis
dunya,2:61:27,>adonaY`,أَدْنَىٰ,>adonaY`,dnw,N,S,MS,root
dunya,2:85:38,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,2:86:5,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,2:114:24,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,2:130:13,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,2:200:18,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,2:201:7,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,2:204:8,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,2:212:5,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,2:217:50,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,2:220:2,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,2:282:93,>adonaY`^,أَدْنَىٰٓ,>adonaY`,dnw,N,S,MS,root
dunya,3:14:20,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,3:22:6,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,3:45:17,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,3:56:8,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,3:117:7,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,3:145:14,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,3:148:4,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,3:152:24,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,3:185:20,d~unoyaA^,دُّنْيَآ,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,4:3:26,>adonaY`^,أَدْنَىٰٓ,>adonaY`,dnw,N,S,MS,root
dunya,4:74:8,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,4:77:40,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,4:94:21,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,4:109:7,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,4:134:5,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,4:134:9,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,5:33:29,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,5:41:61,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,5:108:2,>adonaY`^,أَدْنَىٰٓ,>adonaY`,dnw,N,S,MS,root
dunya,6:29:6,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,6:32:3,d~unoyaA^,دُّنْيَآ,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,6:70:9,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,6:99:24,daAniyapN,دَانِيَةٌ,daAniyap,dnw,ADJ,,,root
dunya,6:130:21,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,7:32:18,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,7:51:8,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,7:152:12,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,7:156:5,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,7:169:10,>adonaY`,أَدْنَىٰ,>adonaY`,dnw,N,S,MS,root
dunya,8:42:4,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,8:67:14,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,9:38:18,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,9:38:24,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,9:55:13,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,9:69:28,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,9:74:37,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,9:85:12,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,10:7:8,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,10:23:18,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,10:24:4,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,10:64:5,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,10:70:3,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,10:88:12,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,10:98:18,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,11:15:5,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,11:60:4,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,12:101:16,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,13:26:9,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,13:26:12,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,13:34:5,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,14:3:4,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,14:27:9,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,16:30:13,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,16:41:11,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,16:107:5,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,16:122:3,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,18:28:18,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,18:45:5,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,18:46:5,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,18:104:6,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,20:72:19,d~unoyaA^,دُّنْيَآ,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,20:131:12,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,22:9:9,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,22:11:20,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,22:15:9,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,23:33:13,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,23:37:5,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,24:14:7,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,24:19:14,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,24:23:9,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,24:33:39,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,28:42:4,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,28:60:7,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,28:61:11,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,28:77:11,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,28:79:10,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,29:25:12,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,29:27:13,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,29:64:4,d~unoyaA^,دُّنْيَآ,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,30:3:2,>adonaY,أَدْنَى,>adonaY`,dnw,N,S,MS,root
dunya,30:7:5,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,31:15:16,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,31:33:26,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,32:21:4,>adonaY`,أَدْنَىٰ,>adonaY`,dnw,ADJ,S,MS,root
dunya,33:28:9,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,33:51:17,>adonaY`^,أَدْنَىٰٓ,>adonaY`,dnw,N,S,MS,root
dunya,33:57:9,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,33:59:8,yudoniy,يُدْنِي,danaA,dnw,V,P,3FP,root
dunya,33:59:13,>adonaY`^,أَدْنَىٰٓ,>adonaY`,dnw,N,S,MS,root
dunya,35:5:10,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,37:6:4,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,39:10:11,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,39:26:6,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,40:39:5,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,40:43:10,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,40:51:8,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,41:12:13,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,41:16:13,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,41:31:5,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,42:20:14,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,42:36:7,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,43:32:11,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,43:35:8,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,45:24:6,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,45:35:9,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,46:20:11,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,47:36:3,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,53:8:2,danaA,دَنَا,danaA,dnw,V,S,3MS,root
dunya,53:9:5,>adonaY`,أَدْنَىٰ,>adonaY`,dnw,N,S,MS,root
dunya,53:29:11,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,55:54:9,daAnK,دَانٍ,daAn,dnw,N,,,root
dunya,57:20:4,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,57:20:36,d~unoyaA^,دُّنْيَآ,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,58:7:26,>adonaY`,أَدْنَىٰ,>adonaY`,dnw,N,S,MS,root
dunya,59:3:9,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,N,S,FS,lemma+root
dunya,67:5:4,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,69:23:2,daAniyapN,دَانِيَةٌ,daAniyap,dnw,N,,,root
dunya,73:20:6,>adonaY`,أَدْنَىٰ,>adonaY`,dnw,T,S,MS,root
dunya,76:14:1,daAniyapF,دَانِيَةً,daAniyap,dnw,N,,,root
dunya,79:38:3,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
dunya,87:16:4,d~unoyaA,دُّنْيَا,d~unoyaA,dnw,ADJ,S,FS,lemma+root
akhira,2:4:10,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,2:8:8,'aAxiri,ءَاخِرِ,A^xir,Axr,ADJ,S,MS,root
akhira,2:62:12,'aAxiri,ءَاخِرِ,A^xir,Axr,ADJ,S,MS,root
akhira,2:86:6,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,2:94:6,'aAxirapu,ءَاخِرَةُ,A^xir,Axr,ADJ,S,FS,lemma+root
akhira,2:102:64,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,2:114:28,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,2:126:18,'aAxiri,ءَاخِرِ,A^xir,Axr,ADJ,S,MS,root
akhira,2:130:16,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,2:177:15,'aAxiri,ءَاخِرِ,A^xir,Axr,ADJ,S,MS,root
akhira,2:184:13,>uxara,أُخَرَ,A^xar,Axr,ADJ,P,FP,root
akhira,2:185:27,>uxara,أُخَرَ,A^xar,Axr,ADJ,P,FP,root
akhira,2:200:22,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,2:201:10,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,2:203:14,ta>ax~ara,تَأَخَّرَ,ta>ax~ara,Axr,V,S,3MS,root
akhira,2:217:51,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,2:220:3,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,2:228:21,'aAxiri,ءَاخِرِ,A^xir,Axr,ADJ,S,MS,root
akhira,2:232:24,'aAxiri,ءَاخِرِ,A^xir,Axr,ADJ,S,MS,root
akhira,2:264:18,'aAxiri,ءَاخِرِ,A^xir,Axr,ADJ,S,MS,root
akhira,2:282:71,>uxoraY`,أُخْرَىٰ,A^xar,Axr,N,S,FS,root
akhira,3:7:12,>uxaru,أُخَرُ,A^xar,Axr,N,P,FP,root
akhira,3:13:13,>uxoraY`,أُخْرَىٰ,A^xar,Axr,N,S,FS,root
akhira,3:22:7,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,3:45:18,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,3:56:9,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,3:72:15,'aAxira,ءَاخِرَ,A^xir,Axr,T,S,MS,root
akhira,3:77:14,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,3:85:11,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,3:114:4,'aAxiri,ءَاخِرِ,A^xir,Axr,ADJ,S,MS,root
akhira,3:145:20,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,3:148:7,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,3:152:28,'aAxirapa,ءَاخِرَةَ,A^xir,Axr,N,S,FS,lemma+root
akhira,3:153:10,>uxoraY`,أُخْرَىٰ,A^xar,Axr,N,S,FS,root
akhira,3:176:19,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,4:38:11,'aAxiri,ءَاخِرِ,A^xir,Axr,ADJ,S,MS,root
akhira,4:39:7,'aAxiri,ءَاخِرِ,A^xir,Axr,ADJ,S,MS,root
akhira,4:59:24,'aAxiri,ءَاخِرِ,A^xir,Axr,ADJ,S,MS,root
akhira,4:74:9,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,4:77:34,>ax~aro,أَخَّرْ,>ax~ara,Axr,V,S,2MS,root
akhira,4:77:42,'aAxirapu,ءَاخِرَةُ,A^xir,Axr,N,S,FS,lemma+root
akhira,4:91:2,'aAxariyna,ءَاخَرِينَ,A^xar,Axr,N,P,MP,root
akhira,4:102:20,>uxoraY`,أُخْرَىٰ,A^xar,Axr,ADJ,S,FS,root
akhira,4:133:7,_#aAxariyna,ـَٔاخَرِينَ,A^xar,Axr,N,P,MP,root
akhira,4:134:10,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,4:136:24,'aAxiri,ءَاخِرِ,A^xir,Axr,ADJ,S,MS,root
akhira,4:162:22,'aAxiri,ءَاخِرِ,A^xir,Axr,ADJ,S,MS,root
akhira,5:5:41,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,5:27:16,'aAxari,ءَاخَرِ,A^xar,Axr,N,S,MS,root
akhira,5:33:32,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,5:41:24,'aAxariyna,ءَاخَرِينَ,A^xar,Axr,ADJ,P,MP,root
akhira,5:41:65,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,5:69:12,'aAxiri,ءَاخِرِ,A^xir,Axr,ADJ,S,MS,root
akhira,5:106:17,'aAxaraAni,ءَاخَرَانِ,A^xar,Axr,N,D,MD,root
akhira,5:107:7,_#aAxaraAni,ـَٔاخَرَانِ,A^xar,Axr,N,D,MD,root
akhira,5:114:16,'aAxiri,ءَاخِرِ,A^xir,Axr,N,S,MS,root
akhira,6:6:31,'aAxariyna,ءَاخَرِينَ,A^xar,Axr,ADJ,P,MP,root
akhira,6:19:25,>uxoraY`,أُخْرَىٰ,A^xar,Axr,ADJ,S,FS,root
akhira,6:32:8,'aAxirapu,ءَاخِرَةُ,A^xir,Axr,ADJ,S,FS,lemma+root
akhira,6:92:16,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,6:113:7,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,6:133:18,'aAxariyna,ءَاخَرِينَ,A^xar,Axr,ADJ,P,MP,root
akhira,6:150:24,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,6:164:20,>uxoraY`,أُخْرَىٰ,A^xar,Axr,N,S,FS,root
akhira,7:34:8,yasota>oxiru,يَسْتَأْخِرُ,yasota>oxiru,Axr,V,P,3MP,root
akhira,7:38:25,>uxoraY`,أُخْرَىٰ,A^xar,Axr,N,S,FS,root
akhira,7:39:3,>uxoraY`,أُخْرَىٰ,A^xar,Axr,N,S,FS,root
akhira,7:45:9,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,7:147:5,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,7:156:8,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,7:169:35,'aAxirapu,ءَاخِرَةُ,A^xir,Axr,ADJ,S,FS,lemma+root
akhira,8:60:15,'aAxariyna,ءَاخَرِينَ,A^xar,Axr,N,P,MP,root
akhira,8:67:17,'aAxirapa,ءَاخِرَةَ,A^xir,Axr,N,S,FS,lemma+root
akhira,9:18:9,'aAxiri,ءَاخِرِ,A^xir,Axr,N,S,MS,root
akhira,9:19:11,'aAxiri,ءَاخِرِ,A^xir,Axr,N,S,MS,root
akhira,9:29:8,'aAxiri,ءَاخِرِ,A^xir,Axr,N,S,MS,root
akhira,9:38:20,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,9:38:26,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,9:44:7,'aAxiri,ءَاخِرِ,A^xir,Axr,N,S,MS,root
akhira,9:45:8,'aAxiri,ءَاخِرِ,A^xir,Axr,N,S,MS,root
akhira,9:69:29,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,9:74:38,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,9:99:7,'aAxiri,ءَاخِرِ,A^xir,Axr,N,S,MS,root
akhira,9:102:1,'aAxaruwna,ءَاخَرُونَ,A^xar,Axr,N,P,MP,root
akhira,9:102:7,'aAxara,ءَاخَرَ,A^xar,Axr,N,S,MS,root
akhira,9:106:1,'aAxaruwna,ءَاخَرُونَ,A^xar,Axr,N,P,MP,root
akhira,10:10:8,'aAxiru,ءَاخِرُ,A^xir,Axr,N,S,MS,root
akhira,10:49:19,yasota_#oxiru,يَسْتَـْٔخِرُ,yasota>oxiru,Axr,V,P,3MP,root
akhira,10:64:7,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,11:8:2,>ax~aro,أَخَّرْ,>ax~ara,Axr,V,P,1P,root
akhira,11:16:6,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,11:19:9,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,11:22:5,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,11:103:8,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,11:104:2,nu&ax~iru,نُؤَخِّرُ,>ax~ara,Axr,V,P,1P,root
akhira,12:36:12,'aAxaru,ءَاخَرُ,A^xar,Axr,N,S,MS,root
akhira,12:37:24,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,12:41:9,'aAxaru,ءَاخَرُ,A^xar,Axr,N,S,MS,root
akhira,12:43:14,>uxara,أُخَرَ,A^xar,Axr,N,P,FP,root
akhira,12:46:15,>uxara,أُخَرَ,A^xar,Axr,N,P,FP,root
akhira,12:57:2,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,12:101:17,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,12:109:24,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,13:26:14,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,13:34:7,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,14:3:6,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,14:10:14,yu&ax~ira,يُؤَخِّرَ,>ax~ara,Axr,V,S,3MS,root
akhira,14:27:11,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,14:42:9,yu&ax~iru,يُؤَخِّرُ,>ax~ara,Axr,V,S,3MS,root
akhira,14:44:10,>ax~iro,أَخِّرْ,>ax~ara,Axr,V,S,2MS,root
akhira,15:5:7,yasota_#oxiru,يَسْتَـْٔخِرُ,yasota>oxiru,Axr,V,P,3MP,root
akhira,15:24:7,musota_#oxiriyna,مُسْتَـْٔخِرِينَ,musota_#oxiriyn,Axr,N,P,MP,root
akhira,15:96:6,'aAxara,ءَاخَرَ,A^xar,Axr,ADJ,S,MS,root
akhira,16:22:7,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,16:30:16,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,16:41:14,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,16:60:4,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,16:61:12,yu&ax~iru,يُؤَخِّرُ,>ax~ara,Axr,V,S,3MS,root
akhira,16:61:20,yasota_#oxiru,يَسْتَـْٔخِرُ,yasota>oxiru,Axr,V,P,3MP,root
akhira,16:107:7,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,16:109:5,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,16:122:7,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,17:7:11,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,17:10:5,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,17:15:15,>uxoraY`,أُخْرَىٰ,A^xar,Axr,N,S,FS,root
akhira,17:19:3,'aAxirapa,ءَاخِرَةَ,A^xir,Axr,N,S,FS,lemma+root
akhira,17:21:7,'aAxirapu,ءَاخِرَةُ,A^xir,Axr,N,S,FS,lemma+root
akhira,17:22:6,'aAxara,ءَاخَرَ,A^xar,Axr,ADJ,S,MS,root
akhira,17:39:13,'aAxara,ءَاخَرَ,A^xar,Axr,ADJ,S,MS,root
akhira,17:45:10,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,17:62:8,>ax~aro,أَخَّرْ,>ax~ara,Axr,V,S,2MS,root
akhira,17:69:7,>uxoraY`,أُخْرَىٰ,A^xar,Axr,N,S,FS,root
akhira,17:72:8,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,17:104:11,'aAxirapi,ءَاخِرَةِ,A^xir,Axr,N,S,FS,lemma+root
akhira,20:18:13,>uxoraY`,أُخْرَىٰ,A^xar,Axr,ADJ,S,FS,root
akhira,20:22:11,>uxoraY`,أُخْرَىٰ,A^xar,Axr,ADJ,S,FS,root
akhira,20:37:5,>uxoraY`^,أُخْرَىٰٓ,A^xar,Axr,ADJ,S,FS,root
