side,location,form,form_arabic,LEM,ROOT,POS,NUMBER,PGN,basis
imraa,2:49:12,nisaA^'a,نِسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,2:102:41,maro'i,مَرْءِ,maro',mrA,N,,,root
imraa,2:187:7,nisaA^}i,نِسَآئِ,nisaA^',nsw,N,P,FP,variant
imraa,2:222:8,n~isaA^'a,نِّسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,2:223:1,nisaA^&u,نِسَآؤُ,nisaA^',nsw,N,P,FP,variant
imraa,2:226:4,n~isaA^}i,نِّسَآئِ,nisaA^',nsw,N,P,FP,variant
imraa,2:231:3,n~isaA^'a,نِّسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,2:232:3,n~isaA^'a,نِّسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,2:235:9,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,2:236:6,n~isaA^'a,نِّسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,2:282:61,{mora>ataAni,ٱمْرَأَتَانِ,{mora>at,mrA,N,D,FD,lemma+root
imraa,3:14:6,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,3:35:3,{mora>atu,ٱمْرَأَتُ,{mora>at,mrA,N,,,lemma+root
imraa,3:40:10,{mora>ati,ٱمْرَأَتِ,{mora>at,mrA,N,,,lemma+root
imraa,3:42:11,nisaA^'i,نِسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,3:61:15,nisaA^'a,نِسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,3:61:16,nisaA^'a,نِسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,4:1:17,nisaA^'F,نِسَآءً,nisaA^',nsw,N,P,FP,variant
imraa,4:3:12,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,4:4:2,n~isaA^'a,نِّسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,4:4:14,m~ariy^_#FA,مَّرِيٓـًٔا,m~ariy^_#,mrA,ADJ,S,MS,root
imraa,4:7:7,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,4:11:11,nisaA^'F,نِسَآءً,nisaA^',nsw,N,P,FP,variant
imraa,4:12:56,{mora>apN,ٱمْرَأَةٌ,{mora>at,mrA,N,,,lemma+root
imraa,4:15:5,n~isaA^}i,نِّسَآئِ,nisaA^',nsw,N,P,FP,variant
imraa,4:19:9,n~isaA^'a,نِّسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,4:22:7,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,4:23:19,nisaA^}i,نِسَآئِ,nisaA^',nsw,N,P,FP,variant
imraa,4:23:25,n~isaA^}i,نِّسَآئِ,nisaA^',nsw,N,P,FP,variant
imraa,4:24:3,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,4:32:14,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,4:34:4,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,4:43:34,n~isaA^'a,نِّسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,4:75:11,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,4:98:5,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,4:127:3,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,4:127:15,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,4:128:2,{mora>apN,ٱمْرَأَةٌ,{mora>at,mrA,N,,,lemma+root
imraa,4:129:6,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,4:176:8,{moru&NA@,ٱمْرُؤٌا۟,{moru&NA,mrA,N,,,root
imraa,4:176:37,nisaA^'F,نِسَآءً,nisaA^',nsw,N,P,FP,variant
imraa,5:6:36,n~isaA^'a,نِّسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,7:81:7,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,7:83:4,{mora>ata,ٱمْرَأَتَ,{mora>at,mrA,N,,,lemma+root
imraa,7:127:18,nisaA^'a,نِسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,7:141:12,nisaA^'a,نِسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,8:24:16,maro'i,مَرْءِ,maro',mrA,N,,,root
imraa,11:71:1,{mora>atu,ٱمْرَأَتُ,{mora>at,mrA,N,,,lemma+root
imraa,11:81:19,{mora>ata,ٱمْرَأَتَ,{mora>at,mrA,N,,,lemma+root
imraa,12:21:6,{mora>ati,ٱمْرَأَتِ,{mora>at,mrA,N,,,lemma+root
imraa,12:30:2,nisowapN,نِسْوَةٌ,nisaA^',nsw,N,P,FP,variant
imraa,12:30:5,{mora>atu,ٱمْرَأَتُ,{mora>at,mrA,N,,,lemma+root
imraa,12:50:15,n~isowapi,نِّسْوَةِ,nisaA^',nsw,N,P,FP,variant
imraa,12:51:18,{mora>atu,ٱمْرَأَتُ,{mora>at,mrA,N,,,lemma+root
imraa,14:6:20,nisaA^'a,نِسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,15:60:2,{mora>ata,ٱمْرَأَتَ,{mora>at,mrA,N,,,lemma+root
imraa,19:5:7,{mora>ati,ٱمْرَأَتِ,{mora>at,mrA,N,,,lemma+root
imraa,19:8:8,{mora>ati,ٱمْرَأَتِ,{mora>at,mrA,N,,,lemma+root
imraa,19:28:6,{mora>a,ٱمْرَأَ,{mora>,mrA,N,,,root
imraa,24:11:16,{mori}K,ٱمْرِئٍ,{mori},mrA,N,,,root
imraa,24:31:43,nisaA^}i,نِسَآئِ,nisaA^',nsw,N,P,FP,variant
imraa,24:31:62,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,24:60:3,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,27:23:3,{mora>apF,ٱمْرَأَةً,{mora>at,mrA,N,,,lemma+root
imraa,27:55:7,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,27:57:4,{mora>ata,ٱمْرَأَتَ,{mora>at,mrA,N,,,lemma+root
imraa,28:4:15,nisaA^'a,نِسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,28:9:2,{mora>atu,ٱمْرَأَتُ,{mora>at,mrA,N,,,lemma+root
imraa,28:23:14,{mora>atayoni,ٱمْرَأَتَيْنِ,{mora>at,mrA,N,D,FD,lemma+root
imraa,29:32:13,{mora>ata,ٱمْرَأَتَ,{mora>at,mrA,N,,,lemma+root
imraa,29:33:20,{mora>ata,ٱمْرَأَتَ,{mora>at,mrA,N,,,lemma+root
imraa,33:30:1,nisaA^'a,نِسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,33:32:1,nisaA^'a,نِسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,33:32:6,n~isaA^'i,نِّسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,33:50:28,{mora>apF,ٱمْرَأَةً,{mora>at,mrA,N,,,lemma+root
imraa,33:52:4,n~isaA^'u,نِّسَآءُ,nisaA^',nsw,N,P,FP,variant
imraa,33:55:17,nisaA^}i,نِسَآئِ,nisaA^',nsw,N,P,FP,variant
imraa,33:59:6,nisaA^'i,نِسَآءِ,nisaA^',nsw,N,P,FP,variant
imraa,40:25:13,nisaA^'a,نِسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,48:25:16,nisaA^'N,نِسَآءٌ,nisaA^',nsw,N,P,FP,variant
imraa,49:11:15,nisaA^'N,نِسَآءٌ,nisaA^',nsw,N,P,FP,variant
imraa,49:11:17,n~isaA^'K,نِّسَآءٍ,nisaA^',nsw,N,P,FP,variant
imraa,51:29:2,{mora>atu,ٱمْرَأَتُ,{mora>at,mrA,N,,,lemma+root
imraa,52:21:16,{mori}K],ٱمْرِئٍۭ,{mori},mrA,N,,,root
imraa,58:2:5,n~isaA^}i,نِّسَآئِ,nisaA^',nsw,N,P,FP,variant
imraa,58:3:4,n~isaA^}i,نِّسَآئِ,nisaA^',nsw,N,P,FP,variant
imraa,65:1:5,n~isaA^'a,نِّسَآءَ,nisaA^',nsw,N,P,FP,variant
imraa,65:4:6,n~isaA^}i,نِّسَآئِ,nisaA^',nsw,N,P,FP,variant
imraa,66:10:6,{mora>ata,ٱمْرَأَتَ,{mora>at,mrA,N,,,lemma+root
imraa,66:10:8,{mora>ata,ٱمْرَأَتَ,{mora>at,mrA,N,,,lemma+root
imraa,66:11:6,{mora>ata,ٱمْرَأَتَ,{mora>at,mrA,N,,,lemma+root
imraa,70:38:3,{mori}K,ٱمْرِئٍ,{mori},mrA,N,,,root
imraa,74:52:4,{mori}K,ٱمْرِئٍ,{mori},mrA,N,,,root
imraa,78:40:7,maro'u,مَرْءُ,maro',mrA,N,,,root
imraa,80:34:3,maro'u,مَرْءُ,maro',mrA,N,,,root
imraa,80:37:2,{mori}K,ٱمْرِئٍ,{mori},mrA,N,,,root
imraa,111:4:1,{mora>atu,ٱمْرَأَتُ,{mora>at,mrA,N,,,lemma+root
zakat,2:43:4,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,2:83:22,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,2:110:4,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,2:129:12,yuzak~iy,يُزَكِّي,zak~aY`,zkw,V,S,3MS,root
zakat,2:151:9,yuzak~iy,يُزَكِّي,zak~aY`,zkw,V,S,3MS,root
zakat,2:174:26,yuzak~iy,يُزَكِّي,zak~aY`,zkw,V,S,3MS,root
zakat,2:177:35,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,2:232:26,>azokaY`,أَزْكَىٰ,>azokaY`,zkw,N,,,root
zakat,2:277:9,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,3:77:24,yuzak~iy,يُزَكِّي,zak~aY`,zkw,V,S,3MS,root
zakat,3:164:15,yuzak~iy,يُزَكِّي,zak~aY`,zkw,V,S,3MS,root
zakat,4:49:5,yuzak~u,يُزَكُّ,zak~aY`,zkw,V,P,3MP,root
zakat,4:49:9,yuzak~iY,يُزَكِّى,zak~aY`,zkw,V,S,3MS,root
zakat,4:77:12,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,4:162:18,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,5:12:20,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,5:55:11,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,7:156:26,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,9:5:20,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,9:11:6,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,9:18:13,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,9:71:14,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,9:103:6,tuzak~iy,تُزَكِّي,zak~aY`,zkw,V,S,3FS,root
zakat,18:19:29,>azokaY`,أَزْكَىٰ,>azokaY`,zkw,N,,,root
zakat,18:74:10,zakiy~apF[,زَكِيَّةًۢ,zakiy~ap,zkw,N,,,root
zakat,18:81:7,zakaw`pF,زَكَوٰةً,zakaw`p,zkw,N,,,lemma+root
zakat,19:13:4,zakaw`pF,زَكَوٰةً,zakaw`p,zkw,N,,,lemma+root
zakat,19:19:9,zakiy~FA,زَكِيًّا,zakiy~,zkw,ADJ,S,MS,root
zakat,19:31:8,z~akaw`pi,زَّكَوٰةِ,zakaw`p,zkw,N,,,lemma+root
zakat,19:55:5,z~akaw`pi,زَّكَوٰةِ,zakaw`p,zkw,N,,,lemma+root
zakat,20:76:12,tazak~aY`,تَزَكَّىٰ,tazak~aY`,zkw,V,S,3MS,root
zakat,21:73:12,z~akaw`pi,زَّكَوٰةِ,zakaw`p,zkw,N,,,lemma+root
zakat,22:41:9,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,22:78:36,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,23:4:3,z~akaw`pi,زَّكَوٰةِ,zakaw`p,zkw,N,,,lemma+root
zakat,24:21:22,zakaY`,زَكَىٰ,zakaY`,zkw,V,S,3MS,root
zakat,24:21:29,yuzak~iY,يُزَكِّى,zak~aY`,zkw,V,S,3MS,root
zakat,24:28:17,>azokaY`,أَزْكَىٰ,>azokaY`,zkw,N,,,root
zakat,24:30:9,>azokaY`,أَزْكَىٰ,>azokaY`,zkw,N,,,root
zakat,24:37:13,z~akaw`pi,زَّكَوٰةِ,zakaw`p,zkw,N,,,lemma+root
zakat,24:56:4,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,27:3:5,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,30:39:16,zakaw`pK,زَكَوٰةٍ,zakaw`p,zkw,N,,,lemma+root
zakat,31:4:5,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,33:33:12,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,35:18:28,tazak~aY`,تَزَكَّىٰ,tazak~aY`,zkw,V,S,3MS,root
zakat,35:18:30,yatazak~aY`,يَتَزَكَّىٰ,tazak~aY`,zkw,V,S,3MS,root
zakat,41:7:4,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,53:32:26,tuzak~u,تُزَكُّ,zak~aY`,zkw,V,P,2MP,root
zakat,58:13:17,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,62:2:11,yuzak~iy,يُزَكِّي,zak~aY`,zkw,V,S,3MS,root
zakat,73:20:56,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
zakat,79:18:6,tazak~aY`,تَزَكَّىٰ,tazak~aY`,zkw,V,S,2MS,root
zakat,80:3:4,yaz~ak~aY`^,يَزَّكَّىٰٓ,tazak~aY`,zkw,V,S,3MS,root
zakat,80:7:4,yaz~ak~aY`,يَزَّكَّىٰ,tazak~aY`,zkw,V,S,3MS,root
zakat,87:14:4,tazak~aY`,تَزَكَّىٰ,tazak~aY`,zkw,V,S,3MS,root
zakat,91:9:4,zak~aY`,زَكَّىٰ,zak~aY`,zkw,V,S,3MS,root
zakat,92:18:4,yatazak~aY`,يَتَزَكَّىٰ,tazak~aY`,zkw,V,S,3MS,root
zakat,98:5:13,z~akaw`pa,زَّكَوٰةَ,zakaw`p,zkw,N,,,lemma+root
baraka,3:96:8,mubaArakFA,مُبَارَكًا,mubaArak,brk,N,,,variant+root
baraka,6:92:4,mubaArakN,مُبَارَكٌ,mubaArak,brk,ADJ,,,variant+root
baraka,6:155:4,mubaArakN,مُبَارَكٌ,mubaArak,brk,ADJ,,,variant+root
baraka,7:54:29,tabaAraka,تَبَارَكَ,tabaAraka,brk,V,S,3MS,root
baraka,7:96:9,baraka`tK,بَرَكَٰتٍ,baraka`t,brk,N,P,FP,lemma+root
baraka,7:137:10,ba`rako,بَٰرَكْ,ba`raka,brk,V,P,1P,root
baraka,11:48:6,baraka`tK,بَرَكَٰتٍ,baraka`t,brk,N,P,FP,lemma+root
baraka,11:73:8,baraka`tu,بَرَكَٰتُ,baraka`t,brk,N,P,FP,lemma+root
baraka,17:1:13,ba`rako,بَٰرَكْ,ba`raka,brk,V,P,1P,root
baraka,19:31:2,mubaArakFA,مُبَارَكًا,mubaArak,brk,N,,,variant+root
baraka,21:50:3,m~ubaArakN,مُّبَارَكٌ,mubaArak,brk,N,,,variant+root
baraka,21:71:6,ba`rako,بَٰرَكْ,ba`raka,brk,V,P,1P,root
baraka,21:81:9,ba`rako,بَٰرَكْ,ba`raka,brk,V,P,1P,root
baraka,23:14:18,tabaAraka,تَبَارَكَ,tabaAraka,brk,V,S,3MS,root
baraka,23:29:5,m~ubaArakFA,مُّبَارَكًا,mubaArak,brk,N,,,variant+root
baraka,24:35:20,m~uba`rakapK,مُّبَٰرَكَةٍ,m~uba`rakap,brk,N,,,variant+root
baraka,24:61:68,muba`rakapF,مُبَٰرَكَةً,m~uba`rakap,brk,N,,,variant+root
baraka,25:1:1,tabaAraka,تَبَارَكَ,tabaAraka,brk,V,S,3MS,root
baraka,25:10:1,tabaAraka,تَبَارَكَ,tabaAraka,brk,V,S,3MS,root
baraka,25:61:1,tabaAraka,تَبَارَكَ,tabaAraka,brk,V,S,3MS,root
baraka,27:8:5,buwrika,بُورِكَ,ba`raka,brk,V,S,3MS,root
baraka,28:30:10,muba`rakapi,مُبَٰرَكَةِ,m~uba`rakap,brk,ADJ,,,variant+root
baraka,34:18:6,ba`rako,بَٰرَكْ,ba`raka,brk,V,P,1P,root
baraka,37:113:1,ba`rako,بَٰرَكْ,ba`raka,brk,V,P,1P,root
baraka,38:29:4,muba`rakN,مُبَٰرَكٌ,mubaArak,brk,N,,,variant+root
baraka,40:64:18,tabaAraka,تَبَارَكَ,tabaAraka,brk,V,S,3MS,root
baraka,41:10:6,ba`raka,بَٰرَكَ,ba`raka,brk,V,S,3MS,root
baraka,43:85:1,tabaAraka,تَبَارَكَ,tabaAraka,brk,V,S,3MS,root
baraka,44:3:5,m~uba`rakapK,مُّبَٰرَكَةٍ,m~uba`rakap,brk,N,,,variant+root
baraka,50:9:5,m~uba`rakFA,مُّبَٰرَكًا,mubaArak,brk,N,,,variant+root
baraka,55:78:1,taba`raka,تَبَٰرَكَ,tabaAraka,brk,V,S,3MS,root
baraka,67:1:1,taba`raka,تَبَٰرَكَ,tabaAraka,brk,V,S,3MS,root
iman,2:3:2,yu&ominu,يُؤْمِنُ,'aAmana,Amn,V,P,3MP,root
iman,2:4:2,yu&ominu,يُؤْمِنُ,'aAmana,Amn,V,P,3MP,root
iman,2:6:11,yu&ominu,يُؤْمِنُ,'aAmana,Amn,V,P,3MP,root
iman,2:8:5,'aAma,ءَامَ,'aAmana,Amn,V,P,1P,root
iman,2:8:11,mu&ominiyna,مُؤْمِنِينَ,mu&omin,Amn,N,P,MP,root
iman,2:9:4,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:13:4,'aAminu,ءَامِنُ,'aAmana,Amn,V,P,2MP,root
iman,2:13:6,'aAmana,ءَامَنَ,'aAmana,Amn,V,S,3MS,root
iman,2:13:9,nu&ominu,نُؤْمِنُ,'aAmana,Amn,V,P,1P,root
iman,2:13:11,'aAmana,ءَامَنَ,'aAmana,Amn,V,S,3MS,root
iman,2:14:4,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:14:6,'aAma,ءَامَ,'aAmana,Amn,V,P,1P,root
iman,2:25:3,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:26:14,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:41:1,'aAminu,ءَامِنُ,'aAmana,Amn,V,P,2MP,root
iman,2:55:5,n~u&omina,نُّؤْمِنَ,'aAmana,Amn,V,P,1P,root
iman,2:62:3,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:62:9,'aAmana,ءَامَنَ,'aAmana,Amn,V,S,3MS,root
iman,2:75:3,yu&ominu,يُؤْمِنُ,'aAmana,Amn,V,P,3MP,root
iman,2:76:4,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:76:6,'aAma,ءَامَ,'aAmana,Amn,V,P,1P,root
iman,2:82:2,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:85:23,tu&ominu,تُؤْمِنُ,'aAmana,Amn,V,P,2MP,root
iman,2:88:10,yu&ominu,يُؤْمِنُ,'aAmana,Amn,V,P,3MP,root
iman,2:91:4,'aAminu,ءَامِنُ,'aAmana,Amn,V,P,2MP,root
iman,2:91:9,nu&ominu,نُؤْمِنُ,'aAmana,Amn,V,P,1P,root
iman,2:91:30,m~u&ominiyna,مُّؤْمِنِينَ,mu&omin,Amn,N,P,MP,root
iman,2:93:24,<iyma`nu,إِيمَٰنُ,<iyma`n,Amn,N,,,lemma+root
iman,2:93:27,m~u&ominiyna,مُّؤْمِنِينَ,mu&omin,Amn,N,P,MP,root
iman,2:97:18,mu&ominiyna,مُؤْمِنِينَ,mu&omin,Amn,N,P,MP,root
iman,2:100:10,yu&ominu,يُؤْمِنُ,'aAmana,Amn,V,P,3MP,root
iman,2:103:3,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:104:3,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:108:14,<iyma`ni,إِيمَٰنِ,<iyma`n,Amn,N,,,lemma+root
iman,2:109:10,<iyma`ni,إِيمَٰنِ,<iyma`n,Amn,N,,,lemma+root
iman,2:121:8,yu&ominu,يُؤْمِنُ,'aAmana,Amn,V,P,3MP,root
iman,2:125:6,>amonFA,أَمْنًا,>amon,Amn,N,,,root
iman,2:126:8,'aAminFA,ءَامِنًا,'aAmin,Amn,ADJ,,,root
iman,2:126:14,'aAmana,ءَامَنَ,'aAmana,Amn,V,S,3MS,root
iman,2:136:2,'aAma,ءَامَ,'aAmana,Amn,V,P,1P,root
iman,2:137:2,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:137:5,'aAman,ءَامَن,'aAmana,Amn,V,P,2MP,root
iman,2:143:40,<iyma`na,إِيمَٰنَ,<iyma`n,Amn,N,,,lemma+root
iman,2:153:3,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:165:13,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:172:3,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:177:12,'aAmana,ءَامَنَ,'aAmana,Amn,V,S,3MS,root
iman,2:178:3,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:183:3,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:186:14,yu&ominu,يُؤْمِنُ,'aAmana,Amn,V,P,3MP,root
iman,2:196:35,>amin,أَمِن,>amina,Amn,V,P,2MP,root
iman,2:208:3,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:212:9,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:213:36,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:214:21,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:218:3,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:221:5,yu&omi,يُؤْمِ,'aAmana,Amn,V,P,3FP,root
iman,2:221:7,m~u&ominapN,مُّؤْمِنَةٌ,m~u&ominap,Amn,ADJ,,,root
iman,2:221:17,yu&ominu,يُؤْمِنُ,'aAmana,Amn,V,P,3MP,root
iman,2:221:19,m~u&ominN,مُّؤْمِنٌ,mu&omin,Amn,ADJ,,,root
iman,2:223:16,mu&ominiyna,مُؤْمِنِينَ,mu&omin,Amn,N,P,MP,root
iman,2:228:18,yu&omi,يُؤْمِ,'aAmana,Amn,V,P,3FP,root
iman,2:232:21,yu&ominu,يُؤْمِنُ,'aAmana,Amn,V,S,3MS,root
iman,2:239:7,>amin,أَمِن,>amina,Amn,V,P,2MP,root
iman,2:248:30,m~u&ominiyna,مُّؤْمِنِينَ,mu&omin,Amn,N,P,MP,root
iman,2:249:34,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:253:39,'aAmana,ءَامَنَ,'aAmana,Amn,V,S,3MS,root
iman,2:254:3,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:256:13,yu&omin[,يُؤْمِنۢ,'aAmana,Amn,V,S,3MS,root
iman,2:257:4,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:260:11,tu&omin,تُؤْمِن,'aAmana,Amn,V,S,2MS,root
iman,2:264:3,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:264:15,yu&ominu,يُؤْمِنُ,'aAmana,Amn,V,S,3MS,root
iman,2:267:3,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:277:3,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:278:3,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:278:13,m~u&ominiyna,مُّؤْمِنِينَ,mu&omin,Amn,N,P,MP,root
iman,2:282:3,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,2:283:11,>amina,أَمِنَ,>amina,Amn,V,S,3MS,root
iman,2:283:16,{&otumina,ٱؤْتُمِنَ,{&otumina,Amn,V,S,3MS,root
iman,2:283:17,>ama`nata,أَمَٰنَتَ,>ama`nat,Amn,N,,,root
iman,2:285:1,'aAmana,ءَامَنَ,'aAmana,Amn,V,S,3MS,root
iman,2:285:8,mu&ominuwna,مُؤْمِنُونَ,mu&omin,Amn,N,P,MP,root
iman,2:285:10,'aAmana,ءَامَنَ,'aAmana,Amn,V,S,3MS,root
iman,3:7:36,'aAma,ءَامَ,'aAmana,Amn,V,P,1P,root
iman,3:16:5,'aAma,ءَامَ,'aAmana,Amn,V,P,1P,root
iman,3:28:3,mu&ominuwna,مُؤْمِنُونَ,mu&omin,Amn,N,P,MP,root
iman,3:28:8,mu&ominiyna,مُؤْمِنِينَ,mu&omin,Amn,N,P,MP,root
iman,3:49:45,m~u&ominiyna,مُّؤْمِنِينَ,mu&omin,Amn,N,P,MP,root
iman,3:52:16,'aAma,ءَامَ,'aAmana,Amn,V,P,1P,root
iman,3:53:2,'aAma,ءَامَ,'aAmana,Amn,V,P,1P,root
iman,3:57:3,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,3:68:10,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,3:68:13,mu&ominiyna,مُؤْمِنِينَ,mu&omin,Amn,N,P,MP,root
iman,3:72:6,'aAminu,ءَامِنُ,'aAmana,Amn,V,P,2MP,root
iman,3:72:11,'aAmanu,ءَامَنُ,'aAmana,Amn,V,P,3MP,root
iman,3:73:2,tu&ominu,تُؤْمِنُ,'aAmana,Amn,V,P,2MP,root
iman,3:75:6,ta>omano,تَأْمَنْ,>amina,Amn,V,S,2MS,root
iman,3:75:13,ta>omano,تَأْمَنْ,>amina,Amn,V,S,2MS,root
iman,3:81:17,tu&ominu,تُؤْمِنُ,'aAmana,Amn,V,P,2MP,root
iman,3:84:2,'aAma,ءَامَ,'aAmana,Amn,V,P,1P,root
iman,3:86:7,<iyma`ni,إِيمَٰنِ,<iyma`n,Amn,N,,,lemma+root
iman,3:90:5,<iyma`ni,إِيمَٰنِ,<iyma`n,Amn,N,,,lemma+root
iman,3:97:9,'aAminFA,ءَامِنًا,'aAmin,Amn,N,,,root
iman,3:99:10,'aAmana,ءَامَنَ,'aAmana,Amn,V,S,3MS,root
